c2670805,6,1,0.016274,2
c2670458,6,1,0.000309722,2
c2670457,6,1,0.000263788,2
c2670456,6,1,0.000185556,2
c2670420,6,1,0.000188032,2
c2670419,6,1,0.000206161,2
c2670401,6,1,0.000132516,2
c2670400,6,1,0.000135666,2
c2670398,6,1,0.000137815,2
c2670218,6,1,0.00025451,2
c2670217,6,1,0.000154196,2
c2670216,6,1,0.00014098,2
c2670215,6,1,0.000133132,2
c2670214,6,1,0.000151198,2
c2670213,6,1,0.000173069,2
c2670212,6,1,0.000176334,2
c2670211,6,1,0.000175674,2
c2670210,6,1,0.000128374,2
c2670209,6,1,0.000206688,2
c2670208,6,1,0.000132493,2
c2670207,6,1,0.000133921,2
c2670206,6,1,0.00014058,2
c2670205,6,1,0.000135959,2
c2670204,6,1,0.000125515,2
c2670203,6,1,0.00014022,2
c2670202,6,1,0.000242725,2
c2670201,6,1,0.000134866,2
c2670200,6,1,0.000140247,2
c2670199,6,1,0.000141313,2
c2670198,6,1,0.000146104,2
c2670197,6,1,0.000127063,2
c2670196,6,1,0.000206369,2
c2670195,6,1,0.000132172,2
c2670194,6,1,0.000244652,2
c2670193,6,1,0.000197424,2
c2670192,6,1,0.000178925,2
c2670191,6,1,0.000168326,2
c2670190,6,1,0.000159024,2
c2670189,6,1,0.000164131,2
c2670188,6,1,0.000161925,2
c2670187,6,1,0.000143025,2
c2670186,6,1,0.000132791,2
c2670185,6,1,0.000129277,2
c2670184,6,1,0.000129453,2
c2670183,6,1,0.000241208,2
c2670182,6,1,0.000136911,2
c2670181,6,1,0.000138883,2
c2670180,6,1,0.00015118,2
c2670179,6,1,0.000137754,2
c2670178,6,1,0.00012192,2
c2670177,6,1,0.000120261,2
c2670176,6,1,0.000144588,2
c2670175,6,1,0.000127659,2
c2670174,6,1,0.000127885,2
c2670173,6,1,0.000151177,2
c2670172,6,1,0.000154031,2
c2670171,6,1,0.000144951,2
c2670170,6,1,0.000238754,2
c2670169,6,1,0.000140333,2
c2670168,6,1,0.000125712,2
c2670167,6,1,0.000134001,2
c2670166,6,1,0.000136464,2
c2670165,6,1,0.000139005,2
c2670164,6,1,0.000136518,2
c2670163,6,1,0.000131708,2
c2670162,6,1,0.000129271,2
c2670161,6,1,0.000145855,2
c2670160,6,1,0.00012466,2
c2670159,6,1,0.000125895,2
c2670158,6,1,0.000122519,2
c2670157,6,1,0.00033505,2
c2670156,6,1,0.000134003,2
c2670155,6,1,0.000440946,2
c2670154,6,1,0.00014254,2
c2670153,6,1,0.000134386,2
c2670152,6,1,0.000141901,2
c2670151,6,1,0.000154616,2
c2670150,6,1,0.000142894,2
c2670149,6,1,0.000130134,2
c2670148,6,1,0.000143296,2
c2670147,6,1,0.000129161,2
c2670146,6,1,0.000120771,2
c2670145,6,1,0.000131721,2
c2670144,6,1,0.000333574,2
c2670143,6,1,0.000132448,2
c2670493,8,1,0.000136006,3
c2670491,8,1,0.000135352,3
c2670490,8,1,0.000125106,3
c2670489,8,1,0.000135132,3
c2670487,8,1,0.000121507,3
c2670494,9,1,0.000124808,3
c2670492,9,1,0.000127256,3
c2670488,9,1,0.000153781,3
c26701026,16,1,0.00592545,6
c26701028,18,1,0.000423271,5
c2670799,26,1,0.000534564,9
c26701269,29,1,0.000428972,9
c26701029,29,1,0.000412065,9
c2670792,38,1,0.000949881,12
c26701277,70,1,0.00063002,24
c26701448,73,1,0.00127931,25
c26701726,104,1,0.00309033,48
c26702018,107,1,0.00327301,62
c26702022,115,1,0.00640329,95
c26702020,115,1,0.00637919,95
c26702016,115,1,0.00603219,95
c26702014,115,1,0.00623292,95
c26702012,115,1,0.00611501,95
c26702010,115,1,0.00607815,95
c26701821,118,1,0.00379953,77
c26701820,118,1,0.00405425,77
c26701819,118,1,0.0039872,77
c26701818,122,1,0.00372425,77
c26701817,122,1,0.00366921,77
c26701816,122,1,0.00374521,77
c26701970,135,1,0.0103994,119
c26701969,136,1,0.0142673,175
c26701971,146,1,0.00846946,95
c26702390,256,1,0.0383724,474
c26702389,256,1,0.0388041,474
c26702388,256,1,0.0372082,474
c26702387,256,1,0.0382011,474
c26702644,276,1,0.0677037,781
c26702643,276,1,0.068706,781
c26702496,276,1,0.0450218,527
c26702970,1569,1,0.233568,2372
c26702971,1953,1,0.991151,8276
c26702925,1963,1,0.998667,8315
c26702891,2165,1,0.325099,1181
